name,number_of_episodes,original_language,vote_count,vote_average,vote_Avg_Category
My One-Hit Kill Sister,12,ja,10,6.6,2
Bartender,11,ja,10,8.3,3
"Dragon Day, You're Dead",76,zh,10,8.0,2
Rise of the Continents,4,en,10,7.85,2
Let's Make a Deal,1689,en,10,5.6,1
The Dude Perfect Show,48,en,10,1.65,0
Brush Strokes,40,en,10,6.4,2
The Prime Minister and I,17,ko,10,6.1,2
Negociador,8,pt,10,7.5,2
Live PD: Police Patrol,120,en,10,8.2,3
The Gang Restaurant,22,ru,10,8.9,3
Good Eats: Reloaded,26,en,10,9.5,3
The Private School,148,ru,10,7.3,2
The Ghost Detective,32,ko,10,6.0,1
Gormiti: The Lords of Nature Return,65,en,10,7.6,2
Tonhon Chonlatee,10,th,10,5.85,1
Wreck,6,en,10,6.4,2
Love Child,36,en,10,5.7,1
Melur Untuk Firdaus,64,ms,10,5.7,1
Ridatemi mia moglie,2,it,10,6.0,1
Masked Rider,40,en,10,7.0,2
Prophets of Science Fiction,8,en,10,7.55,2
Lost Treasures of Egypt,30,en,10,6.75,2
Time Trumpet,6,en,10,7.5,2
Miss Match,18,en,10,6.6,2
Senhora do Destino,221,pt,10,8.6,3
Delicious,12,en,10,7.1,2
Just Good Friends,22,en,10,6.3,2
Double Shot at Love,44,en,10,8.6,3
Casper's Scare School,103,en,10,6.2,2
Exosquad,52,en,10,6.9,2
The Oligarch's Wife,34,ru,10,8.7,3
The Sacketts,2,en,10,7.7,2
When the Devil Calls Your Name,16,ko,10,6.8,2
Cuerpo de élite,13,es,10,6.9,2
Deadly Possessions,6,en,10,5.8,1
Unidentified: Inside America's UFO Investigation,14,en,10,8.8,3
Gigantosaurus,156,en,10,6.9,2
E! Live from the Red Carpet,63,en,10,3.5,1
Tutunamayanlar,19,tr,10,7.9,2
Hide and Seek,48,ko,10,6.0,1
"Berlin, Berlin",86,de,10,6.3,2
Ssshhhh...Koi Hai,130,hi,10,6.2,2
Some Assembly Required,58,en,10,5.9,1
Door Into Darkness,4,it,10,7.0,2
Los Billis,8,es,10,8.8,3
Punch,19,ko,10,8.2,3
Time Limit Investigator,26,ja,10,6.7,2
Valley of the Wolves: Terror,2,tr,10,6.2,2
Curtain Call,16,ko,10,7.5,2
En el corredor de la muerte,4,es,9,6.6,2
How We Roll,11,en,9,5.9,1
Mood Indigo,6,ja,9,7.111,2
Dead Lucky,4,en,9,7.2,2
En Famille,104,fr,9,6.1,2
Race Across the World,24,en,9,7.3,2
Amazing Detective Di Renjie,218,zh,9,9.222,3
Roc,72,en,9,8.0,2
Love Your Garden,99,en,9,7.8,2
×××HOLiC,8,ja,9,7.556,2
Undressed,220,en,9,7.8,2
Mastermind,1085,en,9,5.3,1
"Wave, Listen to Me!",8,ja,9,7.667,2
El asesino de la baraja,3,es,9,6.889,2
13 Klinicheskaya,8,ru,9,8.778,3
Stay With Me,24,zh,9,8.889,3
The Dangerous Book for Boys,6,en,9,6.5,2
The Pioneer Woman,430,en,9,4.3,1
Please Sir!,55,en,9,6.722,2
Arc the Lad,26,ja,9,5.7,1
Crossing Time,12,ja,9,6.5,2
Horrid Henry,17,en,9,6.889,2
The Dana Carvey Show,9,en,9,5.9,1
Oh! Master,16,ko,9,5.278,1
G.B.H.,7,en,9,6.9,2
Management of a Novice Alchemist,12,ja,9,6.2,2
We Were There,26,ja,9,6.6,2
Leverage,16,ko,9,7.8,2
Chef's Table: Pizza,6,en,9,7.2,2
Taimanin Asagi,14,ja,9,8.3,3
Gladiators,175,en,9,6.944,2
The Pleasure Principle,10,pl,9,6.0,1
Vai Anitta,6,pt,9,6.0,1
Unite 9,169,fr,9,5.7,1
The Unusual Suspects,4,en,9,7.5,2
T.O.T.S.,150,en,9,5.9,1
Lead Balloon,27,en,9,7.111,2
Hikonin Sentai Akibaranger,26,ja,9,8.889,3
Code Name: Eternity,26,en,9,6.222,2
Kirby Buckets,59,en,9,7.9,2
Banged Up Abroad,132,en,9,8.1,3
The Tripods,25,en,9,7.111,2
One Life to Live,3561,en,9,7.8,2
Ultraman Orb,25,ja,9,8.2,3
Son of a Critch,26,en,9,6.222,2
The Max Headroom Show,29,en,9,7.667,2
The Pinkertons,22,en,9,6.7,2
Hang Time,104,en,9,7.6,2
Vai Que Cola,392,pt,9,7.6,2
The Gifted: Graduation,13,th,9,9.222,3
Azize,18,tr,9,9.1,3
Shigofumi: Letters from the Departed,13,ja,9,5.4,1
Ultraman Orb: The Origin Saga,12,ja,9,7.333,2
Double Decker! Doug & Kirill,13,ja,9,7.0,2
Queen of Oz,6,en,9,8.333,3
Converts,13,pl,9,8.0,2
Coming Out Colton,6,en,9,6.9,2
La Nocturna,4,la,9,7.778,2
1994,5,es,9,7.8,2
Kakafukaka,10,ja,9,5.6,1
The Fourth Estate,4,en,9,7.222,2
"Nevenka, Breaking the Silence",3,es,9,6.6,2
Stay Tuned!,5,ja,9,7.5,2
An Istanbul Tale,71,tr,9,6.4,2
Lucky's First Love,24,zh,9,7.4,2
Murder Rooms: Mysteries of the Real Sherlock Holmes,4,en,9,7.889,2
Lewis & Clark - The Journey of the Corps of Discovery,2,en,9,7.4,2
Star Trek: Of Gods and Men,3,en,9,6.889,2
Amor Cautivo,130,es,9,6.4,2
When Will Ayumu Make His Move?,12,ja,9,6.1,2
Strawberry Night,11,ja,9,7.444,2
Bridget & Eamon,27,en,9,7.6,2
Switch Reloaded,92,de,9,7.4,2
All You Need,11,de,9,5.9,1
Brotherhood of the Rose,2,en,9,6.556,2
Vampire Prosecutor,23,ko,9,6.9,2
Morangos com Açúcar,399,pt,9,5.4,1
Henry VIII,2,en,9,6.667,2
Shugo Chara!,127,ja,9,6.833,2
The Kenny Everett Television Show,39,en,9,6.889,2
Marooned with Ed Stafford,15,en,9,7.8,2
Meet,246,hi,9,3.5,1
The Man with a Thousand Faces,13,fa,9,6.9,2
Biggest Deal,42,pt,9,2.6,0
Delayed Justice,20,ko,9,6.0,1
Cinderella's Stepsister,20,ko,9,6.444,2
Goldie & Bear,49,en,9,5.7,1
Married By Mom and Dad,18,en,9,3.0,0
Dead End,6,de,9,5.6,1
Game Changer,51,en,9,9.1,3
INXS : Never Tear Us Apart,2,en,9,6.333,2
Clangers,130,en,9,7.0,2
Dear Sister,10,ja,9,8.056,3
The John Larroquette Show,84,en,9,6.2,2
Roboroach,104,en,9,7.8,2
Urban Legend,8,en,9,5.0,1
Wedding Agreement: The Series,11,id,9,6.556,2
The Bedfellow,14,de,9,6.6,2
Tusenbröder,12,sv,9,8.333,3
Superbook,52,ja,9,7.333,2
Transformers: The Headmasters,35,ja,9,7.2,2
Master Keaton,39,ja,9,8.0,2
Dubai Bling,8,ar,9,5.7,1
Manayek,20,he,9,7.0,2
Induk Gajah,8,id,9,8.8,3
Transformers: Cybertron,52,ja,9,6.6,2
There's No Place Like Home,16,it,9,6.5,2
Son Pari,268,hi,9,4.3,1
A River Runs Through It,36,zh,9,7.944,2
Fear by the Lake,6,fr,9,6.5,2
Time Is a Killer,8,fr,9,6.556,2
Pig Goat Banana Cricket,40,en,9,4.1,1
Imagination Movers,74,en,9,6.0,1
Maigret,12,en,9,7.444,2
The Lost Prince,2,en,9,7.0,2
Encore!,12,en,9,6.4,2
They Think It's All Over,146,en,9,7.2,2
Sandokan,26,es,9,5.8,1
Cold Case ~Shinjitsu no Tobira~,30,ja,9,7.889,2
Archibald's Next Big Thing,52,en,9,6.2,2
FC Barcelona: A New Era,9,en,9,8.2,3
Iron Island,22,pt,9,6.556,2
Black Ink Crew Compton,32,en,9,7.1,2
Kubikiri Cycle -  Aoiro Savant to Zaregoto Tsukai,8,ja,9,7.778,2
Malgudi Days,51,hi,9,7.0,2
The Patty Duke Show,104,en,9,5.6,1
The Problem Solverz,26,en,9,4.222,1
コメットさん,79,es,9,8.7,3
Bad Guy,17,ko,9,6.3,2
Rampo Kitan: Game of Laplace,11,ja,9,6.4,2
Maria Wern,54,sv,9,6.9,2
I Want to Get Married,30,ar,9,8.222,3
The Secret Facility,28,zh,9,8.1,3
Extra 3,520,de,9,8.0,2
Love Better Than Immortality,40,zh,9,6.8,2
Another World,3,ja,9,5.4,1
Halloween Baking Championship,57,en,9,8.111,3
How to Grow a Planet,3,en,9,8.4,3
The Brightest Star in the Sky,44,zh,9,9.0,3
Human Playground,6,en,9,7.111,2
Hippies,6,en,9,7.2,2
The Reaping,7,it,9,10.0,3
Harsh Realm,9,en,9,6.6,2
Pest!,14,ru,9,7.3,2
Star Blazers,77,en,9,8.3,3
Mob Wives,82,en,9,9.5,3
Glory Daze,10,en,9,5.0,1
Scam City,20,en,9,6.6,2
The Killer's Shopping List,8,ko,9,6.333,2
Phantasy Star Online 2: The Animation,12,ja,9,7.333,2
Button Moon,91,en,9,7.0,2
LOL: Last One Laughing Colombia,6,es,9,10.0,3
Sort Of,16,en,9,6.6,2
Resistance,6,fr,9,8.0,2
Hetty Wainthropp Investigates,27,en,9,7.444,2
Prehistoric Park,6,en,9,7.944,2
Оффлайн,10,ru,9,8.4,3
PeePooDo,26,fr,9,8.333,3
Wicked Attraction,80,en,9,6.4,2
The File of Young Kindaichi Returns,47,ja,9,8.333,3
Night and Day,26,ca,9,5.1,1
Richard & Judy,991,en,9,3.0,0
Forbidden Love,11,ja,9,7.4,2
Familie Heinz Becker,42,de,9,7.778,2
The Vineyard,10,es,9,7.111,2
Confronting a Serial Killer,5,en,9,5.556,1
Ghost Brothers: Haunted Houseguests,8,en,9,7.9,2
Makari,7,it,9,8.4,3
Bringing Up Bates,194,en,9,7.2,2
Eon Kid,26,ko,9,7.889,2
Threesome,14,en,9,7.2,2
The Epic Tales of Captain Underpants in Space,6,en,9,8.0,2
Anchored,8,es,9,5.7,1
Old Bridge Secret,427,es,9,5.3,1
Asteroid in Love,12,ja,9,4.9,1
Unfinished Love Circle,8,tr,9,6.9,2
Asfur,70,he,9,6.111,2
Yotsuiro Biyori,12,ja,9,5.7,1
Holmes of Kyoto,12,ja,9,6.4,2
Atelier Ryza: Ever Darkness & the Secret Hideout the Animation,12,ja,9,7.333,2
Murder Calls,25,en,9,9.1,3
The Dying Detective,3,sv,9,7.6,2
Blackout,3,en,9,6.333,2
Begin Again,35,zh,9,7.3,2
Martha Speaks,138,en,9,7.667,2
Hard,18,pt,9,6.9,2
Ntoltse Vita,70,el,9,6.2,2
The Slim Shady Show,10,en,9,5.6,1
Crusades,4,en,9,8.0,2
Boogie Oogie,185,pt,9,7.8,2
Encounters,4,en,9,7.222,2
Edge of the Earth,4,en,9,6.667,2
Sacrificial Princess and the King of Beasts,24,ja,9,6.6,2
All About My Mom,54,ko,9,4.9,1
Monaco Franze,10,de,9,9.556,3
Sleepers,12,ru,9,6.0,1
Watch My Chops,104,fr,9,5.778,1
Mumbai Diaries,16,hi,9,6.2,2
"Ni Hao, Kai-Lan",38,en,9,7.444,2
Untouchable,16,ko,9,6.056,2
Gooische Vrouwen,42,nl,9,6.625,2
Grisse,8,en,9,5.556,1
The Ultimatum: Marry or Move On,20,en,9,6.2,2
La fuga,12,es,9,6.0,1
The Name of the Game,76,en,9,7.2,2
Euphoria,6,ja,9,6.0,1
Miss Devil,10,ja,9,6.2,2
Tía Alison,43,es,9,7.5,2
Got Talent España,118,es,9,8.0,2
Hotel King,32,ko,9,7.9,2
Lovers in Bloom,120,ko,9,4.8,1
Meiji Tokyo Renka,12,ja,9,7.9,2
Six Degrees,13,en,9,6.4,2
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,13,ja,9,6.722,2
David Attenborough's Conquest of the Skies,3,en,9,8.0,2
Yakari,156,fr,9,6.3,2
Children of the Stones,7,en,9,6.4,2
Destined with You,16,ko,9,8.3,3
Mobile Suit Gundam: The Origin - Advent of the Red Comet,13,ja,9,7.9,2
The Fierce Wife,39,zh,9,5.333,1
Bridge and Tunnel,12,en,9,6.6,2
Stan Lee's Superhumans,31,en,9,7.2,2
The Out-Laws,10,nl,9,8.5,3
You Are Everywhere,23,tr,9,6.556,2
Overprotected Kahoko,10,ja,9,7.5,2
Dragon Crisis!,12,ja,9,5.7,1
Hidden Truths 2,51,pt,9,6.833,2
Hybrid Child,4,ja,9,5.3,1
Karamora,8,ru,9,7.444,2
Judge vs. Judge,32,ko,9,6.6,2
Boku no Pico,3,ja,9,2.8,0
The House in the Woods,7,fr,9,6.3,2
Blonde,2,en,9,5.4,1
Office Girls,40,zh,9,6.667,2
Love Mechanics,10,th,9,8.8,3
Bullets,10,fi,9,5.4,1
Way to Go,6,en,9,6.6,2
Savages,6,fr,9,7.333,2
The Mopes,6,de,9,5.8,1
Blow Breeze,53,ko,9,6.1,2
Two Doors Down,36,en,9,7.5,2
Oshin,297,ja,9,6.8,2
Włatcy móch,127,pl,9,7.556,2
Hotel Cæsar,2134,no,9,3.5,1
Otome Dori,2,ja,9,7.3,2
The Joe Schmo Show,27,en,9,8.1,3
What Would You Do?,87,en,9,7.2,2
HIT,20,es,9,7.4,2
The Lucy–Desi Comedy Hour,13,en,9,8.9,3
Gakuen Alice,26,ja,9,7.0,2
Cinderella Chef,36,zh,9,6.7,2
Warrior Baek Dong Soo,29,ko,9,7.8,2
C.H.U.E.C.O,16,es,9,7.889,2
Eagle of Upper Egypt,30,ar,9,5.3,1
Days of Honor,78,pl,9,6.556,2
Alice in Wonderland,52,ja,9,5.8,1
Pie in the Sky,40,en,9,8.222,3
The Far Pavilions,3,en,9,7.7,2
Heartbeat,28,tr,9,7.9,2
Uranium: Twisting the Dragon's Tail,3,en,9,6.944,2
Tower Prep,13,en,9,7.8,2
One Dollar,10,en,9,4.6,1
Red Baron,49,ja,9,7.375,2
Agency,16,ko,9,7.5,2
Mario,34,it,9,8.0,2
Mood,6,en,9,4.6,1
One Step Beyond,97,en,9,5.8,1
La Hija de Dios: Dalma Maradona,3,es,9,6.2,2
La hora marcada,9,es,9,7.4,2
The Joulukalenteri,24,fi,9,7.7,2
Belle et Sébastien,39,fr,9,6.833,2
Under the Microscope,14,zh,9,7.3,2
Hem till Midgård,24,sv,9,6.2,2
Vengeance Unlimited,16,en,9,8.333,3
Year of Culture,37,ru,9,6.7,2
Earth to Ned,20,en,9,5.667,1
Hospital Central,306,es,9,5.7,1
The Allegation,7,de,9,7.667,2
30 Degrees in February,20,sv,9,6.8,2
American Dreams,61,en,9,5.6,1
Crazy Over His Fingers: Just the Two of Us in a Salon After Closing,8,ja,9,6.9,2
Mister Winner,6,en,9,7.4,2
Gangland,87,en,9,6.1,2
My Life in Film,6,en,9,7.8,2
Dolmen,6,fr,9,4.333,1
Big Nate,36,en,9,8.444,3
The Border,38,en,9,6.9,2
Eutuxismenoi Mazi,60,el,9,8.778,3
Hank Zipzer,39,en,9,7.9,2
Monster Strike,88,ja,9,4.3,1
Ваша честь,8,ru,9,8.1,3
The Immortal,22,en,9,4.7,1
My Haunted House,37,en,9,6.7,2
I Will Not Live in the Shadow of My Father,36,ar,9,8.556,3
Aristocrats,6,en,9,7.9,2
Hulk Hogan's Rock 'n' Wrestling,41,en,9,6.0,1
The Sketch Show,16,en,9,8.556,3
Dinosaucers,65,en,9,6.0,1
Doomed,10,pt,9,7.056,2
22-Jul,12,ja,9,6.667,2
Broke,13,en,9,7.4,2
The Jeselnik Offensive,18,en,9,7.4,2
The Agency,45,tr,9,5.7,1
Märchen Mädchen,12,ja,9,5.4,1
Barareh Nights,92,fa,9,6.2,2
Rainy Cocoa,60,ja,9,4.6,1
Kang's Kitchen,16,ko,9,7.9,2
Crush,24,zh,9,7.444,2
Good Casting,16,ko,9,6.9,2
Porterhouse Blue,4,en,9,6.9,2
Mr. Good: Cop or Crook?,4,no,9,5.2,1
Destiny of the Shrine Maiden,12,ja,9,5.8,1
Hellier,15,en,9,5.111,1
Date My Daughter!,10,ja,9,7.8,2
Cimarron Strip,23,en,9,5.2,1
Project Runway Junior,20,en,9,6.4,2
The Likely Lads,20,en,9,7.333,2
Don Dracula,8,ja,9,6.4,2
Sugar Apple Fairy Tale,24,ja,9,5.778,1
Red Election,10,da,9,6.875,2
The Great Christmas Light Fight,60,en,9,9.444,3
Appleseed XIII,13,ja,9,5.889,1
The Longest Promise,40,zh,9,7.8,2
Angel or Demon,22,es,9,6.5,2
Anime Crimes Division,9,en,9,7.0,2
On the Wings of Love,145,tl,9,7.4,2
Weekend Family,16,fr,9,5.111,1
Caligula,12,ja,9,7.667,2
I promessi sposi,5,it,9,8.6,3
Backflip!!,12,ja,9,6.4,2
Beat Bugs,78,en,9,5.1,1
Blue Moon,30,fr,9,7.222,2
The Bank Hacker,8,nl,9,7.333,2
Helsinki Syndrome,8,fi,9,7.3,2
Non dirlo al mio capo,24,it,9,8.5,3
Flamingo Road,37,en,9,6.1,2
Hammer and Bolter,15,en,9,7.444,2
Can We Get Married?,20,ko,9,6.9,2
Dry Water,14,gl,9,5.4,1
The Legion of Extraordinary Dancers,30,en,9,8.0,2
Where is the logic?,234,ru,9,8.556,3
Dino Dana,52,en,9,6.9,2
Genius of the Modern World,3,en,9,7.333,2
Cattanooga Cats,31,en,9,7.6,2
The Peppercorns,247,de,9,7.4,2
Harvey Street Kids,52,en,9,7.6,2
Schimanski,17,de,9,7.9,2
Christopher Columbus,26,it,9,5.8,1
Tenchi Muyo! GXP,26,ja,9,7.0,2
Sing On!,8,en,9,7.556,2
Wannous,30,ar,9,8.444,3
American Grit,19,en,9,7.2,2
Giant Beasts of ARS,12,ja,9,6.0,1
Ti Ti Ti,209,pt,9,7.778,2
"How Clumsy you are, Miss Ueno.",12,ja,9,5.4,1
Vientos de agua,13,es,9,8.0,2
Baroness von Sketch Show,46,en,9,7.889,2
Strawberry Shortcake's Berry Bitty Adventures,65,en,9,8.4,3
The Quatermass Experiment,6,en,9,6.611,2
Convenience Store Boy Friends,12,ja,9,7.8,2
Tiger and Dragon,11,ja,9,6.6,2
Ripley's Believe It or Not!,7,en,9,7.6,2
Squadra antimafia – Palermo oggi,74,it,9,8.5,3
Gogol',8,ru,9,5.8,1
Munich Games,6,de,9,6.1,2
The Price of Smiles,12,ja,9,5.1,1
Terrorism Close Calls,10,en,9,6.778,2
This Ugly Yet Beautiful World,12,ja,9,6.4,2
Mapp and Lucia,3,en,9,6.4,2
Juda,16,he,9,7.0,2
Flinch,10,en,9,5.2,1
A Will Eternal,106,zh,9,9.0,3
American Genius,8,en,9,7.7,2
The Agency,44,en,9,7.3,2
Inside Borussia Dortmund,4,de,9,6.6,2
Minnie's Bow-Toons,100,en,9,5.056,1
The 1619 Project,6,en,9,7.7,2
Amazon,22,en,9,7.8,2
Dearest,10,ja,9,6.4,2
The Underclass,13,th,9,5.111,1
Dinosaur Planet,4,en,9,7.2,2
Simba: The King Lion,52,it,9,6.444,2
The Traveller,8,fr,9,7.1,2
Paranormal Emergency,9,en,9,9.1,3
All or Nothing: The Michigan Wolverines,8,en,9,7.6,2
The Romantics,4,en,9,7.0,2
Inari Kon Kon,10,ja,9,6.722,2
Worzel Gummidge,52,en,9,5.9,1
Pennies from Heaven,6,en,9,8.0,2
Veronica's Closet,62,en,9,5.1,1
Daleko od noszy,167,pl,9,6.2,2
Ninja Girl & Samurai Master,78,ja,9,6.222,2
Pitch Meeting,351,en,9,8.7,3
Cain and Abel,20,ko,9,7.778,2
Action Man,26,en,9,6.9,2
This Is Life with Lisa Ling,68,en,9,7.4,2
Star Trek: New Voyages,11,en,9,6.8,2
Gold Rush: Mine Rescue with Freddy & Juan,27,en,9,9.056,3
Throne of Seal,78,zh,9,8.1,3
High Stakes Poker,149,en,9,7.6,2
Would You Like a Cup of Coffee?,12,ko,9,6.222,2
Unearthed,102,en,9,7.1,2
Little Bheem,15,en,9,5.9,1
Fatal Vision,2,en,9,6.333,2
Flatbush Misdemeanors,20,en,9,6.0,1
Next of Kin,6,en,9,6.8,2
Because of You,10,zh,9,6.778,2
The Many Faces of Ito,8,ja,9,6.9,2
Driven,0,en,9,10.0,3
The Sleepers,6,cs,9,7.0,2
Out of Practice,22,en,9,7.8,2
Big Windup!,38,ja,9,7.2,2
Cold Squad,98,en,9,6.8,2
The Cheat,24,tr,9,6.778,2
Hello Ninja,39,en,9,6.1,2
Thunderstone,52,en,9,6.556,2
Murder in Suburbia,12,en,9,7.0,2
Coup de foudre,160,fr,9,3.0,0
Глухарь,48,ru,9,7.3,2
A.D. Police,12,ja,9,5.7,1
Demon Prince Enma,4,ja,9,8.2,3
Gönülçelen,56,tr,9,7.4,2
Bible Black: New Testament,6,ja,9,8.2,3
The State Job,383,sr,9,7.8,2
Higher Ground,22,en,9,7.9,2
Sword,45,ru,9,9.2,3
Devil May Care,7,en,9,7.333,2
Jet Sosyete,59,tr,9,5.889,1
The Devil Punisher,20,zh,9,6.9,2
Love in a Cold Climate,3,en,9,8.2,3
Between the World and Us,8,tr,9,5.9,1
Department S,28,en,9,5.4,1
Maple Town,102,ja,9,5.611,1
Days,24,ja,9,6.4,2
Human Remains,6,en,9,6.611,2
Counting On,90,en,9,7.4,2
Mix: Meisei Story,48,ja,9,7.6,2
Oh! My Emperor,43,zh,9,7.889,2
The Water Margin,26,ja,9,7.6,2
Medical Examiner Dr. Qin,20,zh,9,8.1,3
"Mary Hartman, Mary Hartman",307,en,9,6.2,2
Trailer Park Boys: Out of the Park: USA,8,en,9,6.8,2
Avataro Sentai Donbrothers,50,ja,9,9.2,3
True Cooking Master Boy,24,ja,9,5.6,1
The Romeo Section,20,en,9,6.6,2
POV,433,en,9,6.9,2
Shrink,8,en,9,7.1,2
Patagonia: Earth's Secret Paradise,3,en,9,6.889,2
Cross,16,ko,9,7.8,2
Nature's Weirdest Events,19,en,9,7.2,2
Hříšní lidé města pražského,13,cs,9,8.389,3
Holiday Baking Championship,74,en,9,8.6,3
Below,6,no,9,8.222,3
"Luzie, der Schrecken der Straße",6,de,9,7.4,2
Oh! My Goddess,5,ja,9,5.9,1
Team Bulldog: Off-Duty Investigation,12,ko,9,7.556,2
Meet the Press,3182,en,9,3.0,0
Shadow Raiders,26,en,9,8.6,3
The Amazing Race Canada,101,en,9,8.1,3
Maid Kyouiku.,1,ja,9,9.0,3
Re: Cutie Honey,3,ja,9,8.25,3
Ералаш,352,ru,9,5.8,1
Soldier Soldier,82,en,9,6.3,2
El Hombre y la Tierra,124,es,9,6.9,2
The Real Hustle,103,en,9,7.7,2
Skate Into Love,40,zh,9,7.3,2
Single Father,4,en,9,7.3,2
Priklyucheniya porosenka Funtika,4,ru,9,6.2,2
Gun Frontier,13,ja,9,7.6,2
Magic of Disney's Animal Kingdom,18,en,9,7.444,2
Lost Cities with Albert Lin,10,en,9,6.278,2
Celebrity,221,pt,9,7.778,2
Ulisse. Il piacere della scoperta,268,it,9,8.889,3
Playing with Fire,10,es,9,6.1,2
Macross II: Lovers Again,6,ja,9,6.6,2
Jack Holborn,12,de,9,8.3,3
Deadline Gallipoli,2,en,9,7.556,2
Lindenstraße,1002,de,9,6.3,2
Oppenheimer,7,en,9,6.667,2
Touching Evil,16,en,9,7.611,2
Yukon Gold,50,en,9,5.3,1
Perfect World,133,zh,9,8.333,3
America Unearthed,49,en,9,5.1,1
Empire of the Tsars: Romanov Russia with Lucy Worsley,3,en,9,7.2,2
Sean Saves the World,15,en,9,5.8,1
Moominvalley,39,fi,9,7.222,2
Yogi's Space Race,13,en,9,6.9,2
Fetch! with Ruff Ruffman,100,en,9,8.0,2
Endlings,24,en,9,7.1,2
Bigg Boss,437,ta,9,3.8,1
WWE Velocity,183,en,9,6.2,2
YHC: 2nd Generation,286,en,9,6.556,2
One Night Stand,65,en,9,8.0,2
Father of the Pride,14,en,9,6.7,2
Final Approach,13,ja,9,5.9,1
The Record of Strange Things,36,zh,9,8.2,3
Lunar Legend Tsukihime,12,ja,9,6.7,2
Invincible Steel Man Daitarn 3,40,ja,9,8.333,3
Stolen Youth: Inside the Cult at Sarah Lawrence,3,en,9,7.778,2
Gandii Baat,28,hi,9,5.1,1
Tokusatsu GaGaGa,7,ja,9,7.056,2
Sweet Valley High,88,en,9,8.667,3
Afterlost,12,ja,9,5.1,1
High School Musical: The Musical: The Series: The Sing-Along,10,en,9,8.4,3
Kirakira☆Precure a la Mode,49,ja,9,5.6,1
Kalam Asfar,30,ar,9,2.3,0
Royal Nirvana,60,zh,9,9.0,3
GameFace,12,en,9,6.8,2
Gugure! Kokkuri-san,12,ja,9,6.1,2
The Legends,56,zh,9,8.667,3
The Goode Family,13,en,9,5.444,1
Baku Ane: Otouto Shibocchau zo! The Animation,3,ja,9,9.4,3
Royal Crackers,10,en,9,6.1,2
The Masked Singer,48,de,9,8.2,3
Malpractice,5,en,9,8.056,3
Rail Wars!,12,ja,9,7.2,2
The Crash,5,nl,9,6.667,2
The Monster,19,fa,9,6.222,2
The Passenger,6,fr,9,7.611,2
Couple of Mirrors,12,zh,9,7.333,2
Saint☆Young Men,2,ja,9,8.0,2
Kyoryu Sentai Zyuranger,50,ja,9,9.1,3
Bigg Boss Telugu,616,te,9,5.8,1
Wolf Watch,26,en,9,8.2,3
The Crow Road,4,en,9,6.8,2
Forensic Heroes,25,cn,9,7.7,2
Celebrity Gogglebox,36,en,9,7.6,2
The Kenny Everett Video Show,32,en,9,7.6,2
Gli Orologi Del Diavolo,8,it,9,5.444,1
Ojciec Mateusz,381,pl,9,5.0,1
Escape to the Chateau,51,en,9,6.7,2
Pride,6,en,9,7.8,2
The Gymnastics Samurai,11,ja,9,5.0,1
Whale Wars,55,en,9,7.333,2
Origins: The Journey of Humankind,8,en,9,7.222,2
New Kids,35,nl,9,7.222,2
Island Tale,25,tr,9,7.8,2
Hot Wheels,32,en,9,9.4,3
The Borrowers,12,en,9,6.778,2
Laços de Família,209,pt,9,5.9,1
Twirlywoos,100,en,9,7.2,2
The Lady with the Black Veil,12,it,9,7.556,2
Love Is Blind: Japan,11,ja,9,6.5,2
Uncle,16,ko,9,6.889,2
Toon,16,nl,9,6.667,2
Menudo: Forever Young,4,en,9,5.1,1
Limmy's Show!,18,en,9,7.8,2
Marley's Ghosts,9,en,9,7.1,2
Black Jack,14,ja,9,7.0,2
Bumping Mics with Jeff Ross & Dave Attell,3,en,9,7.0,2
The Fear,4,en,9,7.2,2
Skavlan,297,no,9,4.8,1
Kidnap and Ransom,6,en,9,7.2,2
Nero Wolfe,8,it,9,8.2,3
The Ingenuity of the Househusband,10,ja,9,6.2,2
Silas,6,de,9,7.6,2
"My Marriage Partner Is My Student, a Cocky Troublemaker.",12,ja,9,7.6,2
We're Millennials. Got a problem?,10,ja,9,8.3,3
Villospår,3,sv,9,6.4,2
Abla Fahita: Drama Queen,6,ar,9,7.0,2
Back To The Island,37,it,9,2.1,0
Tie chi tong ya ji xiao lan,165,zh,9,8.6,3
Nevskiy,172,ru,9,9.556,3
Primate,8,es,9,7.9,2
Freedom,7,ja,9,5.5,1
Love Is Sweet,36,zh,9,8.667,3
Disney Insider,14,en,9,7.0,2
Behind the Music,230,en,9,6.4,2
Professor T.,39,nl,9,6.8,2
Helena's Shadow,143,pt,9,5.2,1
Big Al,2,en,9,7.6,2
The Real Housewives of Cheshire,171,en,9,5.9,1
November Story,7,ta,9,7.5,2
HeartBeat,16,ko,9,6.4,2
On Children,5,zh,9,7.222,2
Outback Truckers,109,en,9,7.1,2
My Big Fat American Gypsy Wedding,50,en,9,7.4,2
The Morecambe & Wise Show,170,en,9,5.8,1
Pett Kata Shaw,4,bn,9,8.278,3
Youth With You 2,24,zh,9,8.1,3
Niko and the Sword of Light,23,en,9,7.9,2
Dash Kappei,65,ja,9,7.0,2
Welcome to the Family,26,ca,9,7.0,2
Pompidou,6,en,9,4.2,1
Walk the Prank,60,en,9,6.778,2
Cites Barcelona,6,ca,9,7.667,2
2.43: Seiin High School Boys Volleyball Team,12,ja,9,6.4,2
